"","Album","Song","Lyrics"
"11","Stranger"," muddy sea "," Sad Boys Yung Sherman on the beat man, Yung Sherm I don't care about money, so yeah I spend it quick I'm a real life mannequin, get it then I dip In a Percocet river, I got gills like a fish Look like they wanna kill me, but they can only wish I hop out the whip, make it rain in the fit All this ice make you drip, she got blood on her lip I got tired of that shit, so I erase my wish Fuck bein' famous, I don't need all that shit High! High! You high like me? Why, why they stare at me? (Sad Boys) Fly, fly! Get fly like me (like me) Right, right! On time, baby Ravens guard that house I just keep them within You presume that you know me, you don't know where I've been Tree house of horror tryna' heal from within Everything is dusty, but to me is still mint Can't trust myself, I keep changing the shit Keep thinkin' back, but I don't need what I miss Aquarium of life inside my mind, this is trip (They good) Much better, now I just don't understand it I still love you to death, Louis V on my hip Snakes 'round my house and my clocks don't tick I still love you to death, Louis V on my hip Snakes 'round my house and my clocks don't tick"
"12","Stranger"," red bottom sky "," Leandoer, Sadboys Never Sadboys Ice droppin', red bottom sky Intrigued by the moment, look like she know why Ice droppin', red bottom sky Ice on my feet, I keep slippin' (Slippin' away) Ice droppin', red bottom sky Intrigued by the moment, look like she know why Ice droppin', red bottom sky Ice on my feet, I keep slippin' (Slippin' away) Soldiers in the night and we lurkin' Medieval flowers in my church, we workin' I'm in the bottomless pit, Silver Surfer surfin' I lived a thousand lives, but I'm still searchin' (Where they at?) Broken glass in my hands, sister's twerkin' Money on the floor and she nervous Paint a picture like Van Gogh, I'm cursed man Skrrt skrrt to the moon, bitch, I'm swervin' (Skrrt) Hit the curve and my shit broke bitch hurtin' I was down, so deep down but time's turnin' (Darkness on my) Darkness in my mind, flip the mattress, I got dough Harvest on my line, I live the story I was told (Told) Ice droppin', red bottom sky Intrigued by the moment, look like she know why Ice droppin', red bottom sky Ice on my feet, I keep slippin' (Slippin' away) Ice droppin', red bottom sky Intrigued by the moment, look like she know why Ice droppin', red bottom sky Ice on my feet, I keep slippin' (Slippin' away) I heard shooters on the roof, yeah they tryna shoot ya I'm in a dark room, candles singin' hallelujah You think I'm gone too much, well, I think I suit you You say I'm in my mind too much, well, I know that suits you I lost everything, only thing I'm scared is to lose you I heard voices in my head, yeah, they whispered to us Paranoid, sledgehammer, that's my Ruger Woke up, realized I had to move up Worked my soul away everyday, now my loot up But the truth is, I wish I never knew us God of violence, pink dreams in my two cup I've told you this was gonna end, but I fooled you Ice droppin', red bottom sky Intrigued by the moment, look like she know why Ice droppin', red bottom sky Ice on my feet, I keep slippin' Ice droppin', red bottom sky Intrigued by the moment, look like she know why Ice droppin', red bottom sky Ice on my feet, I keep slippin' Feels like I'm walkin' on water, not wine Cut off my fingers to touch your smile Feels like I'm walkin' on water, not wine Cut off my fingers to touch your smile Ice droppin', red bottom sky Intrigued by the moment, look like she know why Ice droppin', red bottom sky Ice on my feet, I keep slippin' (Slippin' away) Ice droppin', red bottom sky Intrigued by the moment, look like she know why Ice droppin', red bottom sky Ice on my feet, I keep slippin'"
"13","Stranger"," skimask "," Givench- Ah, det skulle komma in där? STRANGER Ah, det kommer inte än. Nu Givenchy I got lots of swag and I be feelin' hurt Walk up in the bank like John Dillinger Rainbows, I'm willin' to splurge After you've gone I'm still on the Earth No, no, no you can't get my bank roll Slow, slow, slow this cup got me slow Low, low, low shawty bring it to the floor (get low) Oh, oh, oh SBE in this bitch got more (Sad Boys) Ski mask, shawty, girl, whatever you like (you like) Moncler jackets dirty cash plenty flights (flights) Cocaine clean but my jeans really dirty I just copped some silver rings and they go about Thirty Ski mask, shawty I pull up with the team (pull up, pull up) Ski mask, shawty I still see you in my dreams (Lean!) Dirty fanta shawty, bitch, I'll never leave (l'll never leave) Dirty fanta shawty, bitch, I'll never leave (Scrr, scrr) Flow, flow, flow on the floor, floor, floor Percs, percs, percs, got me out of control Iced-out on the floor rubber bands can't even fold Girls all in my phone ho ho Santa Clause Ski mask shawty, prayin' down to my knees Louis Sprite Gang shawty all over me Check out my waist and check out my sleeves When I ride around I keep my stacks on my feet Ski mask shawty keep the racks for the team Ten toes down in my head I'm not clean Reality for me I don't see it like you see Broken Piano, pockets stuffed with magic beans Walk up in the club, I got like fifty birds (Walk up, Walk up) Need this gun on me, I'm still on the search I got straight hunneds straight drop Love of my life she gonna set me up Pull up, pull up, pull up, pull up in the parkin' lot Bitch, we sellin' wine and I'm breakin' rocks Just keep goin' I don’t wanna stop Pull up, pull up in the parkin' lot Dough, dough, dough, I got dough, dough, dough More like Bart Simpson in my song, song, song Clone, clone, clone, you a clone, clone, clone All so low Imma hop on the road Ski mask shawty got whatever you like Moncler jackets dirty cash plenty flights Cocaine clean but my jeans really dirty I just copped some silver rings and they go about Thirty Ski mask, shawty I pull up with the team (pull up, pull up) Ski mask, shawty I still see you in my dreams (out of control) Dirty fanta, shawty, bitch, I'll leave Dirty fanta, shawty, bitch, I'll never leave Santa clause, Leandoer, Stranger Shout out Yung Gud, this is Gud my man, you already know Sixhundred beats, sixhundred days, sixhundred songs I can’t sleep no more gotta make another hit Wake up in the mornin' and I make another hit You know how it going' 'cause life is a bitch"
"14","Stranger"," silver arrows "," Sapphire, diamonds, iced out, want my money right now Cashin' out, I'm cashed out, hit you in the chest now Silver arrows my sound, fuck them all, I might die I be up on cloud nine, green laces, smoke clouds All my boys with me we hop out the rental (rental) She lickin' my scars, she go down, I was mental At the psych ward, couldn't finish my sentence Looked in the mirror, I was full of vengeance Yellow Hummer, give a fuck about anything Frost over the fan, fuck you over on everything Jugging forever, now I want the Bentley, man Trapped in the spirit, I can't see the endin', man Silk dreams, light works, I don't care if they call now Mist fiends, glowworms, I'm just tryna ball out Feet of mars, Hollister bags in the mall now Gotta pick myself up, I dont care if I fall out Sapphire, diamonds, iced out, want my money right now Cashing out, I'm cashed out, hit you in the chest now Silver arrows my sound, fuck them all I might die I be up on cloud nine, Green laces, smoke clouds Was a little stoner, my eyes were so reddy, man Fuck is he doin'? My whole crew be ready, man Never realised I would hop out in Chevy, man Ecstasy fine, but my Giuseppe steppin', man 14 in the club when I'm poppin' them pills and them Thaiboy, he told me go ahead and stunt on them Don't like piggies, go ahead ash a blunt on them Demons in my head now I am well at least Three stripes, three heavens and I want plenty keys My girl was mine 'cause I was on Fendi They just popped a flat I got like ten with me Walkin' through the fire Sapphire, diamonds, iced out, want my money right now Cashing out, I'm cashed out, hit you in the chest now Silver arrows my sound, fuck them all I might die I be up on cloud nine, green laces, smoke clouds Sapphire, diamonds, iced out, want my money right now Cashing out, I'm cashed out, hit you in the chest now Silver arrows my sound, fuck them all I might die I be up on cloud nine, green laces, smoke clouds"
"15","Stranger"," metallic intuition "," 43XL on my baggy tee Freddy G and scars on my shoulders see Wannabe, they all look like some wannabes I'mma leave every leaf that grows after me Come and see, bitch, we deep, human centipede On my feet, there's no e's, see no enemies Kilo green, speak my heart till I rest in peace All I see, road warriors, eternal sleep I'ma leave everything for my family Gotta go hard for myself, I look after me 20 e's, double g, never fall asleep Eyes on sight, ancient whispers they still follow me My ride ain't got no ceiling My teeth ain't got no fillings My wallet stuffed with dead people, ain't no livin My eyes ain't got no feelings My grandma said she feel me (she do!) Ghosts in the street, still alive but not livin' I'm tryna stack a milli, chain on stupid silly (chain) Feel like Elvis Presley, Lean just left the buildin' My boys right here with me, mystery still in it Never switch up, got metallic intuition My ride ain't got no ceiling My teeth ain't got no fillings My wallet stuffed with dead people, ain't no livin' My eyes ain't got no feelings My grandma said she feel me (she do!) Ghosts in the street still alive but not livin I'm tryna stack a milli, chain on stupid silly (bling, blaow) Feel like Elvis Presley, Lean just left the buildin' My boys right here with me, mystery still innit Never switch up, got metallic intuition Never switch up, you just mind your business I'mma find you where I found my chemist Slide to the back, then I ride my Bentley Percocet at time blow 'em up like Kenny Passions all on wine, my cup half empty Tryin' to rewind, but I slip myself in (leandoer) The world down with me, I snuck myself in Tryin' to rewind but I slip myself in 40 in the building, chains in the ceiling I don't really care, got metallic intuition Give a fuck about the system Narnia gave me wisdom Keys to my mind, angels are my rhythm Riding past, solo on an avenue Grapes of wrath No one ever told me what to do I'mma spaz, damage, yeah, I'm damaged, dude She my half, ballerina so I’ll fill the room My teeth ain't got no fillings My ride ain't got no ceiling My wallet stuffed with dead people My teeth ain't got no fillings My ride ain't got no ceiling My wallet stuffed with dead people Lean All the way from Narnia is back man Leandoer, man Gud, me and Sherman, all of that, Sadboys to infinity World ain't got no feelings but my from my ceiling My ride ain't got no ceiling, you know how this shit goes Shout out my grandma, shout out my family, shout out 43XL"
"16","Stranger"," push lost weekend "," Push, push, put the pedal down like push Push, push, I'm with my baby and we up Yung Lean, baby, on my blue shirt Dropped the window down empty the sugar Pushed the pedal down, she got hunnids on her flow I've been ridin' around, I got xannies on the floor Chain all froze, lips don't close Leandoer, baby, I got whips on a go I can take you anywhere that you like Private island, Percocet with a sprite Push, push, we ballin' like swoosh, swoosh Push, push, I'm with my baby and we up See-through windows, it's so breezy Turquoise pills, right now, life seems easy I can get you anything, we hit the Gucci store Bats flyin' 'round, lost weekend, you my rose She know, see her everywhere that I look She go faster than lightning, we go swoosh Push, push, put the pedal down like push Push, push, I'm with my baby and we up Push, push, we balling like swoosh, swoosh Push, push, I'm with my baby and we up Ya, ya, ya, got my bands up quick Ya, ya, ya, got my bands up quick Ya, ya, ya, got my bands, bands quick Ya, ya, ya, got my bands up quick"
"17","Stranger"," salute pacman "," Yung Leandoer, Sad Boys Up in this bitch until infinity Salute to the gang, know where we hang Bitches 'round the yard, they follow me like Pacman Salute to the fans, sold my brain gland Kit Kat Lick on my hip she got a chance Shawty wanna bang, she look just like a fan Snortin' in the bathroom, paranoia, where's my mans? Salute to the gang, know where we hang Girls all around the yard, they follow me like Pacman Got my cup dirty, like I never poured it up Ridin' through the city with no ceiling, ain't no lookin' up She just want to tease it, I was leanin', they lookin' like us Touched by the moment, feelin' myself, I'mma cut you off Stacks on wrist, graveyard wish Openin' my eyes like I ain't never lived You know who I'm with, ten-million hits Put me on your song, I got killer instincts Ice on slick, Rick Owens on my bitch Avenger in the night, I be cruisin' grand whips Slayers stacks like the mayor Pager, she gon' hit me on my pager Later, gon' get it now or later All I want is to get rich, buy a house and some laser Salute to the gang, know where we hang Bitches 'round the yard, they follow me like Pacman Salute to the fans, sold my brain gland Kit Kat Lick on my hip she got a chance Shawty wanna bang, she look just like a fan Snortin' in the bathroom, paranoia, where's my mans? Salute to the gang, know where we hang Girls all around the yard, they follow me like Pacman I'm a guardian of the moon, white silver withtattoos We gon' hotbox in the coupe, platonic mind, twilight, two moons I don't give a fuck, I told you, Silver Surfer soldiers Went to war, it's over, like my cash, my mind got older I'm wearing my Timberlands, eatin' on marmalade Living in vain, I put sparks in a starter brain Hop out with ice, and I look like a target train Icy blue veins keep it real, 'cause the market fake I'm on a mountain, I pour me a double seal And I need medicine, pour me a benzopan' Warlord, but I'm not a cyborg, I'm almost real Salute to the gang, we can get it I know we will I know some people that ain't rockin' with me no more Triple six, resist and pass out during shows for Hard feelings start to grow when there's no more No more Salute to the gang, know where we hang Bitches 'round the yard, they follow me like Pacman Salute to the fans, sold my brain gland Kit Kat Lick on my hip she got a chance Shawty wanna bang, she look just like a fan Snortin' in the bathroom, paranoia, where's my mans? Salute to the gang, know where we hang Girls all around the yard, they follow me like Pacman"
"18","Stranger"," drop it scooter "," Drop it on the scooter, eyes like Freddy Krueger When I come up in the booth you know I drop it Psycho like I'm Luger, I been flexin' with my new girl When we walk up in the mall you know we cop it Drop it on the scooter, eyes like Freddy Krueger When I come up in the booth you know I drop it Psycho like I'm Luger, I been flexin' with my new girl When we walk up in the mall you know we cop it I been droppin' out of helicopters Hoppin' out of buses Dropped like 20 on a pinky ring My stacks sure got them muscles And my words are like a skeleton My keychain made in Brussels I got diamonds on my telephone You know that Lean done hustled Neck filled with rose gold It look like a logo Hangin' like the old folks Icy like the north pole Live my life in slow-mo Happy when I'm solo Sun hotter than Togo My zone is a no go Drop it on the scooter, eyes like Freddy Krueger When I come up in the booth you know I drop it Psycho like I'm Luger, I been flexin' with my new girl When we walk up in the mall you know we cop it Drop it on the scooter, eyes like Freddy Krueger When I come up in the booth you know I drop it Psycho like I'm Luger, I been flexin' with my new girl When we walk up in the mall you know we cop it Skis on me, it's hot, drop the fuckin' top Keychain on my Paris Hilton dog, I've seen a lot Why not come with us, xannies in the Tuss I feel like Johnny Depp like from the Blow Sippin' on a 40, my life is a late night show I can't understand it when I'm low (drop it) Bitches, they come after us We used to lay on the bus Hours and hours of dumbin' Ain’t no more runnin' I’m vicious for lust Lean, lost in the woods, you know I can not speak My boys blowin' loud, eyes lookin' like peeks Soldiers of another world, I'm fallin' into seas Dark counters, white shadows leanin' over me Drop it on the scooter, eyes like Freddy Krueger When I come up in the booth you know I drop it Psycho like I'm Luger, I been flexin' with my new girl When we walk up in the mall you know we cop it Drop it on the scooter, eyes like Freddy Krueger When I come up in the booth you know I drop it Psycho like I'm Luger, I been flexin' with my new girl When we walk up in the mall you know we cop it Psycho like I'm Luger, I been flexin' with my new girl When we walk up in the mall you know we cop it Drop it on the scooter, eyes like Freddy Krueger When I come up in the booth you know I drop it"
"19","Stranger"," hunting my own skin "," We were on the throne, livin' on our own (livin' on our own) Huntin' my own skin, want it to break in (break it in) She just wanna dance, I'mma get them bands Make a lot of stacks, bitch, I'd die for my respect Wrist, diamonds, ice, neon green lights Don't care about the price, I cop it, I smash it, this size Wrist, diamonds, ice, percocet, my Sprite Perkys in my Sprite, Louis bag, three stripes As I walk through the fire with my wings I could only stop for this iron like a lane She just want to pop all the molly in the Benz I've been gettin' rich, makin' money with my friends Bitch, we off them shits, time to stay until the end I'm just tryna pop all the bottles, fuck the feds I got 50 pills all up in Armani bags She gon' watch how I spend it, like, just to get it back Sittin' on the field, snakes through the money tracks Breaking in and entering, bitch, we poppin' tags Keep the fire burnin' off a blunt like candle wax Burnin' down your money 'til it ain't nothin' to stack We were on the throne, livin' on our own (livin' on our own) Huntin' my own skin, want it to break in (break it in) She just wanna dance, I'mma get them bands Make a lot of stacks, bitch, I'd die for my respect Flick all my lights, chain, dirty Sprite Livin' my life, I'm alright, shawty, she my type Die for this I might, chains all freeze outside Flick all my lights, chain, dirty Sprite As I hop by the avenue with my wings Baby, don't stop, wanna give you everything When we off them rocks, I'mma tell you everything Soap on my shoes and on my heart, it's getting thin But you're a butterfly ridin' through the desert winds I'm a really bad, I love all the finer things When I come close, close to you I can't sin Heaven knows I'm bad, but Lord, I can't fix a thing Fly too close to the sun, my wings give in I gave you my whole life, don't owe you a thing As I chose life and this rug made of mink Burnin' down the winter 'cause I'm over everything We were on the throne, livin' on our own (Leandoer, Stranger) Huntin' my own skin, want it to break in (break it in) She just wanna dance, I'mma get them bands Make a lot of stacks, bitch, I'd die for my respect"
"20","Stranger"," iceman ","When I'm in your, uh When I'm in your town, see me gone off the ice, man Jugg with the right hand, clean wrist, sprite, man Look like Tyson, rich like Mike, man Bitch on fly man, six rings, Iceland She gone and flippin' the dough She sprung, she stuck on the floor Her eyes, they roll ow' Stacks all on my floor She don't want nothing but dro Back in the whip and it's low I get the cash and I go Your love was all on my phone Lean When I'm in your town, see me gone off that ice, man Jugg with the right hand, clean wrist, sprite, man Look like Tyson, rich like Mike, man Bitch on fly man, six rings, Iceland When I'm in your town, I got bags of the stacks and Frost on the cake, man, big time sticks and Work with the left hand, chains on ten fans Look like ice and you small-time iceman I go and switch up my flow Drugs all on the stove Bags filled with the blow Leaves fallin' down slow I pick the frost then I'm froze No new friends and no new clones Living on stage, I'm alone Flippin' and trippin' my walls Your love was all on my phone Still posted up by the stove Stacks and lean my cologne Dropping and pickin' up dough Your love was all on my phone Stacks and lean my cologne Dropping and pickin' up dough Still posted up by the stove Lean When I'm in your town, see me gone off the ice, man Jugg with the right hand, clean wrist, sprite, man Look like Tyson, rich like Mike, man Bitch on fly, man, six rings, Iceland She gone and flippin' the dough She sprung, she stuck on the floor Her eyes, they roll ow' Stacks all on my floor She don't want nothing but dro Back in the whip and it's low I get the cash and I go Your love was all on my phone Lean"
"21","Stranger"," snakeskin bullets "," Snow Desert Through the cold Got a butterfly on my sweatshirt It's a mystery, circus snakes in the mist What a fool I was tryin' to give in I'm no good to love, not like I used to be Sunlight over my head, bullets through the heat"
"22","Stranger"," fallen demon "," I'm addicted to the feeling, I can't get it out I feel sick into the ceiling, hurt to see my life I go in for my set, shawty, get it wet So many fires in my grave, feels like on a jet So many engines, like my diamonds need a serviette They didn't let me out for three weeks Feel like a vet I'm addicted to the feeling, I can't get it out I feel sick into the celling, hurt to see my life Woodgrain drippin', finger lickin', polo'd down Cider sippin', slide the coupe and switch it out Stockholm city, dungeon with me We doin' dirt, blowin' smoke Countin' bands on the low Smokin earth 'round the globe With the team from the snow Doin' dirt, blowin' smoke Countin' bands on the low Smokin' earth 'round the globe With the team from the snow Draped in fur like a bird I got gold 'round my toes Doin' dirt, Gucci skirt Shawty down where i go Woodgrain grippin, Henney sippin' Vodka redbull, eatin' chicken Say we wicked like the witches I got love for all my bitches (Lean) And I got love for all my bitches I'm addicted to the feeling, I can't get it out I feel sick into the celling, hurt to see my life I go in for my set shawty, get it wet So many fires in my grave, feels like I'm on a jet So many engines, like my diamonds need a serviette They didn't let me out for three weeks Feel like a vet They didn't let me out for three weeks I feel like a vet I got fire down im burnin running throught my vest Ice, woke, neon diamonds Get it faster with my guidance Hell, lose, snow alliance Love comes first, hate comes silent No hate, just faith Live my life through ultra violence Big gates pearly snakes Yeah, they sneak up, up behind me, yellow lie Rhinestone with my team, we won't come lightly, slightly done She bite it up Big Hummer big yellow trucks Falling demon through my guts Feel my lungs, they givin' up Yellow lie 'cause yellow ducks Big alligator catchin' bucks Gave up on me, dont give a fuck I come through and slice you up"
"23","Stranger"," agony "," Take a pill and go to sleep I'm chasing witches in the street I'm the last page in your book Can't write a song, only do hooks Watching horses in the fields The dragon rests in agony When I'm afraid I lose my mind It's fine, it happens all the time When I'm afraid I lose my mind It's fine, it happens all the time Isolation caved in I adore you, the sound of your skin So many lies that I found Lord, heaven, I stick to the ground So many times I realized What I seek for is right in front of my eyes I'm alone in a hole in the ground A Theatre of Dogs is still around My furniture has come alive I'm dancing with a candlestick tonight Flying kites reaping outside my window Smiles with fright Isolation caved in I adore you, the sound of your skin Isolation caved in I adore you, the sound of your skin Isolation caved in I adore you, the sound of your skin"
"24","Stranger"," yellowman "," Sadboys Walk away, I'll fade to grey, but not today As long as you are here, I'll be okay Now, I wanna walk, wanna walk today If my life not in grey I'll walk today I'll, I'll be your yellowman carcosa land I'll be your spaceman, your walking hand But not today, want to fade away But I keep going (going everyday) See me movin' out of foreigns slow She just wanna spend my dough Movin' out of dungeons slow Watch just how I shine and glow Louis Vuitton on me, ho Draped up in silk all my robe Shadows with me where I go Bag over my face - freakshow Fuck with me, I'll bring you down Whole crowd, they don't make a sound Watch the ravens fly around I don't care about your sound You could try and talk to me Visions are reality We are slow, but we are clowns Poppin' downers, no more crowns Stranger"
"25","Warlord"," immortal "," Hold up cause I gotta roll up Doin' donuts Euro don't fold up Four blunts on the road for four months I don't like takin' pictures please ignore us I'm abnormal, Gargamel cruisin' in the four door We rollin' deep swisher sweets to my portal Nine cat lives got nine silver knives I got big red eyes and I'm feelin' so immortal Welcome to my corridor Feelin' like a Warlord Exoskeleton, I became a martyr Mexico by night if you wanna take a charter Grind a little harder Snow white seven dwarves, chains on baller 10 black bottles with my boys overseas Cadillac's like melted cheese Money in my time machine Went to China set me free Silver screens on silver screens Chandeliers I make believe I just do, as I please Sippin' lean as I sleep Countin' money like a sheep Baddest bitch on the side of me She go Cause she know It's all that I need Cause she know Cause she go All my trees Look like seeds Feelin' so immortal (Lean!) Feelin' like a Warlord My Breeze, my chain, my watch Make you freeze My Breeze, my chain, my watch Make you freeze Hold up cause I gotta roll up Doin' donuts Euro don't fold up Four blunts on the road for four months I don't like takin' pictures please ignore us I'm abnormal, Gargamel cruisin' in the four door We rollin' deep swisher sweets to my portal Nine cat lives got nine silver knives I got big red eyes and I'm feelin' so immortal"
"26","Warlord"," highway patrol "," Tryna tell me something, I don't listen I don't pay attention to these children R-R-R-Runnin' off the highway on a mission I see green lights, missed, misfits, smokin' cannabis THC bliss, I'm a thug, you a counterfeit Draped in silk, but I ain't pay shit for this outfit Saw you in the lobby once, robin jeans, my wings were off Don't fuck with me, I'm Hulk Hogan You saw my face, but I'm soo numb I got stacks, I got lots of stacks on me Can't leave can't be free, I got stacks Runnin' up the highway on a mission I don't pay attention to these children Runnin' up the highway on a mission Hunnid stacks on me, VIP, bitch We roll- I got stacks, I got lots of stacks on me Can't leave can't be free, I got stacks Runnin' up the highway on a mission I don't pay attention to these children Runnin' up the highway on a mission Hunnid stacks on me, VIP, bitch We roll up! Yeah I got the knife, I don't wanna use it tonight Let the stars decide if I'm gonna live or die Gonna lose my mind, running running through the night Creeping up outside with my team you know I'm high Pull up with no lights, blowing smoke, drinking ice What's your blood type, what does it taste like? Riding on my bike, rain this rain is coming down All my boys can fly, we're like angels in the night I got stacks, I got lots of stacks on me Can't leave can't be free, I got stacks Runnin' up the highway on a mission I don't pay attention to these children Runnin' up the highway on a mission Hunnid stacks on me, VIP, bitch We roll up! Louis, Gucci, Polo, I rock all that shit everyday Catch me in a four door with yung sherman, hop out in LA Buildings fallin' down, I need money, I need mine today You could do all you like, I know I'm stuck up in my ways I woke up in a Gucci linen bed, I'm feelin' fine today Make it rain, I make it burn, take my chances, take my turn Runnin' up the highway on a mission, runnin' up the highway on a mission"
"27","Warlord"," fantasy ","(Leandoer!) I don't want to hurt you Movin' 'round in circles Will do if I have to All I do is work you I got Gs on Gs like burgers Move it 'round like lurkers I lost all my urges Pink polo, paint a circus Insert money, insert through Life is like a drive thru I guess I could die soon I feel like a typhoon Smell like weed and perfume Smurf, blue pills like swirls All I smoke is herbal Products (pradas?), them be purple Mail box clean, Donald Duck lungs I need a million dollars, not some bucks, son Duck 1, duck 2, paint a truck, son When we roll up, Gucci mags on my truck, son We'll come from pop anthrax Air max, we got 10 stacks I be smokin' tear gas Percocet, that's a fear fact Yeah, I got my gear back Don't hold tears from years back Talking, we don't hear that Fallin off we dont fear that I'm smokin' on nitrous oxide Holdin' shit down, I got mine My eyes red just like a stop sign I'm number 1, not no top 5 I'm blood gang, cap gang, 4l Pills, weed, molly, xanax for sale Got shooters out South, you don't know well They'll pull up right to your doorbell I'm too iced out, I'm a snowman Oh, ride in the foreign get low ragged I'm out in Chiraq where it's cold at Went two nights and blow caps Yea, glo gang I own that Pull up on your block, blow your skull cap And I ain't really wit no romance Cause I'm too busy callin' up the dope man Shooters all on my roster The whole team tryna get sponsored I'm jumpin' shit, Travis Barker Your blunt is like a pencil, mines a marker, whaa And I see you're a talker So to shut ya ass up will be a motherfuckin' honor It's me and Yung Lean overseas Smoking dope eating on some shrimp and lobster Whaa"
"28","Warlord"," afghanistan "," Yung Leandoer Shawty you know what it do 2015, MIA Skrtttt Cause I keep that kush up on me, keep that kush up on me Cause I keep that kush up on me, kush from Afghanistan Keep that kush up on me, keep that kush up on me Cause I keep that kush up on me, kush from Afghanistan Cause I keep that kush from Afghanistan, and I smoke that OG I'm fucked, I roll, posted up in the cold I'm a cannon, I'mma blow, 30 genes, I'm a bodyguard I'll take ya to the cold, yeah, I'mma take ya to the cold Cause I keep that kush up on me, keep that kush up on me Cause I keep that kush up on me, keep that kush up on me Cause I keep that kush up on me, keep that kush up on me Cause I keep that kush up on me, keep that kush up on me Get glass interior, yeah I broke the barrier I don't want that shawty, yeah, you should go and marry her I'm on my cellular, we rollin' Jheri curls Yeah, I'm elegant for the hell of it Roll that shit, water it, like fish and sell that shit 12 a bag, 12 a bitch, acne jeans, I'm on my shit Sewer cup, double up, James Bond, hit her up Hit 'em up, fuck my guts, I'm in it for the fuckin' lunch Captain Crunch, blowin' bubble gum, pitbull jaws on the hunt Mind off in maniac, money on my mind Had to leave that place, couldn't take it at the time Now I'm on my fuckin' grind, yeah I'm on my fuckin' grind Cause I keep that kush up on me, keep that kush up on me Cause keep that kush up on me, kush from Afghanistan Keep that kush up on me, keep that kush up on me Cause I keep that kush up on me, kush from Afghanistan Cause I keep that kush up on me, keep that kush up on me Cause I keep that kush up on me, kush from Afghanistan Keep that kush up on me, keep that kush up on me Cause I keep that kush up on me, kush from Afghanistan I'm fucked, I roll, posted up in the cold See I'm fucked, I roll kush from Afghanistan Fucked, I roll, posted up in the cold See I'm fucked, I roll kush from Afghanistan"
"29","Warlord"," hoover "," Leeaaann Fattest bag around, tell the law when I don’t fuck with The saddest firm around, turn to dogs if they barkin' on me Bag filled with white life, let’s throw it in the drawer, homie Leave my body in the night, wake up with some liquor on me Wake up with some liquor in me Wake up and the world is empty Wake up, bet my bag is empty Wake up, take a trip to Paris Two dead rats and I see a gallon Got alotta shit in my bag like Santa Bitches see me, hoes gettin' tantrum Rockstar bitch, I'm like Marilyn Manson Dirt on my face, bitches think I'm handsome 18, but my money likes expansion Me and my boys, we just styled in Aspen After breakfast, people call us madmen I've always been this way and I call them hasbeens Never gave a fuck it's like it never mattered Accept the actions, forget the sanction Blowin' smoke in your face, became a dragon Money in my right and my left hand Ridin' on a horse with a dead man And xans in my left hand Leeaaann Fattest bag around, tell the law when I don’t fuck with The saddest firm around, turn to dogs if they barkin' on me Bag filled with white life, let’s throw it in the drawer, homie Leave my body in the night, wake up with some liquor on me Wake up with some liquor in me Wake up and the world is empty Wake up, bet my bag is empty Wake up, take a trip to Paris Fattest bag around, tell the law when I don’t fuck with The saddest firm around turn to dogs if they barkin' on me Bag filled with white life, let’s throw it in the drawer, homie Leave my body in the night, wake up with some liquor on me Wake up with some liquor in me Wake up and the world is empty Wake up, bet my bag is empty Wake up, take a trip to Paris"
"30","Warlord"," fire "," It's ain't even my fault though? Fire F-f-f-f-fire Fire F-f-f-f-fire Flames, fire and a buyer Leandoer can't expire We walked in this, they sound like a choir Bitch I'm smokin' spirit flowers Cause you know it takes me higher My money speedin' no flat tire Over on this side it is drier Louis Vuitton sheets with flowers Helicopters round the windows Now I'm sippin' everything slow You would think i said that in the intro Im ridin' past you in that limo Sadboy gang, we some heroes Money bitches like flamingos Riding past you in that limo Xans on me, oh lord I stick my head out the window Fuck school, it made me sick All of my haters, they make me rich They warned me about this shit I'mma do this till I go extinct Bitches they know that its Yung Leandoer Straight from the sewer posted with Bladee Krueger Hit him and get him, I stack 'em, I rip 'em Just like my stacks, I got cash in my denim Salvation, bitch I need my medication (meds) Sadboy gang, bitch we one nation (SBE) Posted up celebrating, takin' flights like vacation Paper chasin', I keep 'em waitin' Bitch, you know that I keep 'em waitin' Fire, I'mma still live in the fire Leandoer can't expire We walked in this, they sound like a choir Cause you know I got that fire"
