"","Album","Song","Lyrics"
"21","If You're Reading This It's Too Late"," no tellin "," Envelopes comin' in the mail, let her open 'em Hopin' for a check again, ain't no tellin' Yeah, she invite me to the telly, keep the blade with me When I go to check a bitch, ain't no tellin' Yeah, police comin' 'round lookin' for some help On a case they gotta solve, we never help 'em Yeah, I stay up late at night, thinkin' 'bout my life Want a lot, will I get it all? Ain't no tellin' Ain't no tellin', yeah, ain't no tellin' Yeah, no tellin', ain't no tellin' Suitcase, I been livin' out a suitcase Still drinkin' Henny, if it's done, I'll take the D'usse Oops, aye, fuck it, all you niggas two-faced Got the club goin' up on a Tuesday True say, I been goin' hard, but then again They think I'm soft, think I'm innocent I'm just lookin' in the mirror like I'm really him Man, I'm really him, you just fillin' in Man, I got a blunt, can I get a light? Yeah I took the summer off to get it right Yeah, I gave these boys a shot and they fuckin' failed Niggas like ""You took the summer off? We couldn't tell"" Dawg, just bought a island, gotta sail to it You pick the casket, I'll put the nail through it I ain't gotta do it, but fuck it, somebody gotta do it Hate if someone else did it, fuck, I may as well do it, ah! Envelopes comin' in the mail, let her open 'em Hopin' for a check again, ain't no tellin' Yeah, she invite me to the telly, keep the blade with me When I go to check a bitch, ain't no tellin' Yeah, police comin' 'round lookin' for some help On a case they gotta solve, we never help 'em Yeah, I stay up late at night, thinkin' 'bout my life Want a lot, will I get it all? Ain't no tellin' Ain't no tellin', yeah, ain't no tellin' Yeah, no tellin', ain't no tellin' Okay, I had to switch the flow up on you niggas The shit was gettin' too predictable The new shit is on steroids, I would never pass a physical I got it rollin' in all kinda ways, lump sum and residual, yeah I mean we hear about the money you been gettin' We just never seen a visual It's our year (aw yeah), aw yeah I mean besides Ricky Ross, Aubrey the biggest boss here (grunt) What's the word these days? Buncha' niggas chasing after all these women They don't even know (WOOO) Buncha' out of season women fuckin' off-season niggas To get last season wardrobe (WOOO) All the rappers that you vouch for Need to get out of the house more, they washed up And even if the team was religious with it I can't really see another squad tryna' cross us, naw (WOOO) OVO, Unruly One shot to make it in a life From the six to the fucking 876 Envelopes comin' in the mail, let her open 'em Hopin' for a check again, ain't no tellin' Yeah, she invite me to the telly, keep the blade with me When I go to check a bitch, ain't no tellin' Yeah, police comin' 'round lookin' for some help On a case they gotta solve, we never help 'em Yeah, I stay up late at night, thinkin' 'bout my life Want a lot, will I get it all? Ain't no tellin' Ain't no tellin', yeah, ain't no tellin' Yeah, no tellin', man ain't no tellin' I gotta keep watchin' for oppers 'Cause anything's possible, yeah There's no code of ethics out here Anyone will take shots at you, yeah Niggas think they can come take what I got Let's be logical, yeah V-Live, I order that Alfredo pasta Then eat in the kitchen like I'm in the mafia Houston, they get me though European, my vehicle, how much it hit me fo'? Ain't no tellin', yeah What am I willin' to give her To get what I want tonight? Ain't no tellin' Please do not speak to me Like I'm that Drake from four years ago I'm at a higher place Thinkin' they lions and tigers and bears I go huntin', put heads on my fire place, oh my Take time, ain't no tellin' Oh my, ain't no tellin'"
"22","If You're Reading This It's Too Late"," madonna "," Breathe through, ride through Damn, girl, oh man, I don't know Pilled up, filled up Damn, girl, I'll be gettin' back to you for sure Laced up, dripped up, sauced up Damn, girl, I wanna ride with you Waved up, goin' up, glowin' up, growin' up Had to get it poppin' with you What if I pick you up from your house? We should get out, we haven't talked in a while We should roll to see where it goes I saw potential in you from the go, you know that I did I don't know if you know, but I know who you are You could be big as Madonna Just get in the car and then let's touch the road Don't make other plans Say you get up early, you work for the man Well, he'll understand Pull up, I'm pullin' up on you in ten Already on ten Big as Madonna, I'll say it again (Six-six-six!) Soon as you get in Breathe through, ride through Damn, girl, oh man, I don't know Pilled up, filled up Damn, girl, I'll be gettin' back to you for sure Laced up, dripped up, sauced up Damn, girl, I wanna ride with you Waved up, goin' up, glowin' up, growin' up Had to get it poppin' with you Plan this shit out on my own, the way it should go Wrote it in code then wrote it in stone So they'll never know But I might tell you one day you never know We'll see how I feel We'll see if you hold up your end of the deal For now let me handle the wheel And don't worry about doing your hair Or what you should wear This not a video shoot I don't care Don't over-prepare Got to remind me again where you stay Even though I think I know the way But, you know, just in case I miss the road Pulling up on you in ten just be ready to go"
"23","If You're Reading This It's Too Late"," 6 god "," Rrrr Ting (brrt brrt) I'll admit it, I'll admit it (ga, grrra ga ga ga ga) Watch your motherfuckin' tone, boy (watch that) Get hurt, boy (get hurt) Aww, here go another muhfucker that don't understand The concept of puttin' money first, boy (first) I'm 'bout to hit you with the work, boy (work) I'm 'bout to hit you with the work, boy (work) I hate comin' through stuntin' on niggas that I know Ahh, that's the worst, boy (worst) I'll admit it, I'll admit it (I'll admit it) You haven't been the man for like a minute I told you that I'm in it for the long haul You can really get the business (get it) I'll admit it, I'll admit it (I'll admit it) Rolling swishers, hittin' swishes Got me feelin' like a ball hog I don't pass 'em when I get it (naw) I'll admit it, I'll admit it (why?) You too worried 'bout the bitches (what you worried 'bout?) I got one girl, and she my girl, and nobody else can hit it (try a ting) She'll admit it, she'll admit it (try a ting) She ain't fuckin' with you niggas And just like every single other thing in my life You can have her when I'm finished (why?) I hear the talk on road is I'm the shit, boy Phone call back home, shit is hot up in the 6, boy (hot up in the 6) Shit hot up in the 6 right now Shit hot up in the 6, boy (hot up in the 6) Shit is hot up in the 6 right now (ga ga ga) Come see us and get it fixed, boy (hey) Black Benz on the road, boy (on the road) Already had a Rolls Royce (on the road) Sold a couple Bentley last week Them were my old toys (man this shit is old) I give a fuck about old boy (man that boy old) I give a fuck about his squad, boy (man that thing old) I give a fuck about your mob, boy (oh) I'm the real 6 God, boy (whoa) I'm about to say a true thing (yeah) I'm about to say a true thing (yeah) You was poppin' back when Usher wore a U-chain God damn, you changed I put it on 'erything, it's a Rrr Ting It's a OVO come through murk things I know you heard things Bitch, I know you heard things Yeah, I know you heard things, I know you I'm not new to this Coming from the motherfucking 6 side I'm not new to this Niggas wouldn't make it on this side I'm not new to this, I'm not new, I'm not new Yeah, I know you heard things Nobody really likes us except for us Yeah, all I ever needed was the squad so that's what's up Yeah, my sound got the whole city in your way right now Yeah, so I don't give a fuck about what anybody sayin' right now"
"24","If You're Reading This It's Too Late"," star67 "," ""That's what they doin', Cam'ron They actin' like these singers, man: ""I ain't goin' to the studio until I got a situation A subject, I need a beat, I need the producer Wh-who gonna be on the hook?"" Man, what is you doin'? Go in the studio with fuckin' clips, clips, ammo!"" Brand new Beretta, can't wait to let it go Walk up in my label like, where the check though? Yeah, I said it—wouldn't dap you with the left, ho Shut the fuck up, text from a centerfold, I ain't reply Let her know I read it though, voice mail say she ready though Niggas know I'm credible, ain't no pussy on a pedestal Got my foot on the 'cedes Benz pedal Doin' 90 on the bridge like, ""nigga you already know"" And if you don't know, then now you know, now you know Switchin up the angles now I'm in the Rolls with illuminated angel Four, five chains, man the gold gettin' tangled My nigga Biz said, ""the first mill gon' change you"" Change for the better, hit it then dead her That's my vendetta, keep this shit together Goddamn, we ain't even gotta scam Cocaine coupe, we ain't even got a scale Used to flip apps, now that old plug murked Ain't a damn thing changed, you can still get the work Just hold on one moment and someone will be right with you (We're sorry, you have reached a number that has been disconnected or is no longer in service) Yeah, I remember I had went to Louis V with Haf' Watched them spread ten thousand dollars on the glass I never ever thought I'd see that in my life Now I'm in the East cause my boys are gettin' right, man I was on TV makin' fifty racks a year After helpin' mama out, the shit would disappear I am not a man, I can't do this on my own So I started askin' them if they would put me on And they did put me on, yeah, they did put me on Now we in the basement and we workin' on the phone Now we in the basement and we workin' on the phone, line Line blowin' up, workin' on the phones Now we in the basement and we workin' on the phones But I just couldn't do it, had to leave that shit alone, man Hear what? Yo hear what, tek time (Ha, ha, ha) Ahh, nuh shake Yo hear what? Wa gwan fry skull Him fried, him fried and a sleep awhile ago inna di van You know Drizzy Blowin' up, line blowin' up, they need the whole thing Blowin' up, my niggas really need the whole thing Blowin' up, line blowin' up, they need the whole thing Blowin' up, my niggas really need the whole thing I do better with the rider in my system Oh yeah, I'm on deck, when you call me I'll listen I listen unless I been mixin', you know when I'm mixin' You know when I'm mixin', I smoke when I drink, it's tradition Like Zoe mama I go hippy, peace sign in the air like I'm Nixon I'm mixin'—I am not Esco, but it was written I knew when they didn't I been had these visions of the life I'm livin' since I was Jimmy All I had to do was just go and get it, and now we Blowin' up, line blowin' up, they need the whole thing Blowin' up, my niggas really need the whole thing"
"25","If You're Reading This It's Too Late"," preach "," Young nigga preach Preach, preach, preach, preach, preach, preach Young nigga preach Preach, preach, preach, preach, preach, preach I'm in Miami I need to call up Miss Cassidy My name is Party, not participation Sorry for the miscommunication I need a drink and some tequila with you You know what I'm trying to do Hey, let's pop the E off at Liv I've got some time here to blow I've got the money to blow I've got the money and blow Don't have to guess how I know Oh, it's a secret, trust me, I'll keep it You old niggas boring as bones You put the PARTY tape on You know what's going on, you know what's going on She keep it wet like tsunami She think she sunk the Titanic I get her hot like Wasabi She think it's wavy and gnarly I think I'mma pop one for you Drink one for you Young nigga preach Preach, preach, preach, preach, preach, preach Young nigga preach Preach, preach, preach, preach, preach, preach Young nigga preach Preach, preach, preach, preach, preach, preach Preach, preach, preach, preach Preach, preach, preach, preach Still in Miami, most of these girls are too messy I've got to do some reflecting I've got to find me one out here that's good at taking direction I am convinced that my calls are being recorded So hit my assistant to get me the message And make the connection like brrrrr! I'm on that wave tonight, I hope you not the crazy type, yeah I'm in your state tonight, I might just break the bank tonight, yeah PND ain't with the ray tay, you know Jay Wray Got girls here going way way way way way way Sauga city trip the pay day Glo'd up off a gate way, man, you can't afford me Doing is one thing, doing it right is a whole different story Niggas is all in their feelings these days All in their feelings these days But hearing a scripture with that many 6s, you should be afraid Young nigga preach Preach, preach, preach, preach, preach, preach Young nigga preach Preach, preach, preach, preach, preach, preach Young nigga preach Preach, preach, preach, preach, preach, preach Preach, preach, preach, preach Preach, preach, preach, preach I'm preaching, oooh Preaching, preaching, babe Preaching, whooo I'ma finally, finally, yeah Boy you should know that Your love is always on my mind And I can't deny it I want you, I'm on you"
"26","If You're Reading This It's Too Late"," wednesday night interlude "," Been a minute since we've slept together Gotta get myself together I've been thinkin' about everything I don't know if it's because I'm lonely Lonely on a Wednesday night, girl, I'm lonely I'll admit it if you just keep quiet, girl, I'm lonely That shit ain’t my fault, girl cause I'm lonely Name another woman Ain't no other woman that should comfort me when I’m lonely Mixing Remy, little bit of Henny I'm running on empty, I'm lonely When I’m lonely, when I’m lonely Heard you spent your summers in Miami At somebody’s yacht, that you didn’t buy You’re young, yeah, have fun, girl, but I hope it was worth it Cause fuck it, I’m not here to judge Fuck it, I’m not here to love everything you did to ball Fuck it, I'm just glad you called Ring ring ring, what a thing Ring ring ring, school bell, I ring You and I got options, bae But name another woman Ain't no other woman that should comfort me when I’m lonely Mixing Remy, little bit of Henny I'm running on empty, I'm lonely When I’m lonely, when I’m lonely This shit ain’t my fault"
"27","If You're Reading This It's Too Late"," used to "," Boys, now listen, we got more motherfuckin' TV screens On the outside the damn tour bus than on that motherfucker Boys playin' Playstation We come through motherfuckin' hang gliding Off motherfuckin' Versace skyscrapers I don't get it, what more can you ask for? Yeah—sound, sound, sound Yeah, real 6 side shit Sickos, ah man Yeah, when you get to where I'm at You gotta remind 'em where the fuck you at Every time they talkin', it's behind your back Gotta learn to line 'em up and then attack They gon' say your name on them airwaves They gon' hit you up right after like it's only rap Jewels look like I found a motherfuckin' treasure map And ain't told no one where the fuck it's at Shout out to the G's from the ends We don't love no girls from the ends I'm gon hit 'em with the wham once again I'ma always end up as a man in the end, dog It's just apparent every year Only see the truth when I'm staring in the mirror Lookin' at myself like, there it is there Yeah, like there it is there man, whoo! I ain't tryna chance it, I be with the bands Like a nigga went to Jackson State or Grambling Young Nick Cannon with the snare drum, dancin' Watch the way I handle it, uh Bring it to the bedroom, you know that shit is candle lit She know I'm the man with it, uh With the bands like I must've went to Clark, went to Hampton I ain't playin' with it I ain't felt the pressure in a little while It's gonna take some getting used to (what you say?) Floatin' all through the city with the windows down Puttin' on like I used to (what you say?) They never told me when you get the crown It's gon' take some getting used to (what you say?) New friends all in their old feelings now They don't love you like they used to, man Way more gully gully than buddy buddy Never needed your acceptance, never needed nothin' Y'all don't understand, I'm the one they want to hear from Y'all don't understand that it's me or nothin' Yeah, I'm fuckin' glowin' up Shaq postin' up on niggas that I used to have posters of Real quick, man, you couldn't have hated that Let's be real, nigga, you couldn't have made it that, woo! Dance how I dance, watch me dance You're fuckin' with the best, man, I'm too advanced After this drop I got new demands Can't meet the terms, keep it movin' then Make sure the plane got a phone now So when we 'bout to land I can call to tell the woes I'm home now I'll tell 'em link up at the valet at the Hazy Think I got the shit that had the city going crazy I ain't felt the pressure in a little while It's gonna take some getting used to Floatin' all through the city with the windows down Puttin' on like I used to They never told me when you get the crown It's gon' take some getting used to New friends all in their old feelings now They don't love you like they used to, man When you get to where the fuck I'm at You gotta remind 'em about where you been About all of the money that done came and went About the two cents I ain't never spent When they say you're too famous to pack a gat I gotta remind 'em about where I'm from Not about where I'm going, about where I've gone Stepping on a Swisher roach like a stepping stone Goin' at a nigga throat like a herringbone Boy, do I smell beef? Mmmm, pheromones Got a fuckin' halo over my devil horns Trap pumpin' all night like Chevron Suck a nigga dick for a iPhone 6 Fuck my nigga Terry for a new Blackberry You can get buried for a ounce of Katy Perry I was only five, but still remember the drought in '87 Lord, tell 'em bitches I ain't got no times to play games with 'em I ain't got no time Tell her that I love her and I hate her in the same sentence I'm fuckin' her mind I got, mind control over Deebo Parmesan my panino Promethazine over pinot And when my bloods start shootin' that's B-roll, bitch I ain't felt the pressure in a little while It's gonna take some getting used to Floatin' all through the city with the windows down Puttin' on like I used to They never told me when you get the crown It's gon' take some getting used to New friends all in their old feelings now They don't love you like they used to, man Let's just let bygones be bygones, okay? Let's just go ahead and just let bygones be bygones I pull up lookin' like a damn cyborg, weighin' 224 Oh man, these boys don't even understand Listen when you see OVO Jodi pull up on the scene with Drake For goodness sakes, well for goodness sakes You see this mixtape you listenin' to? This an album Yea, we could have, we could have sold it to you for 17.99 Or 29.99 with the shirt, buy it at the Target These motherfuckers trippin' so hard I had to look down and double check cause I thought they had their shoes tied together—motherfuckers got they shoes tied together What more could you ask for? Boys harassing me with these questions How about this? How about don't ask me no more motherfucking questions? We ain't doing no interview!"
"28","If You're Reading This It's Too Late"," 6 man "," Boomin out in South Gwinnett like Lou Will 6 man like Lou Will, 2 girls and they get along like I'm... (Louuuu) Like I'm Lou Will, I just got the new deal I am in the Matrix and I just took the blue pill No ho shit, no fuckin' ho shit, save that for your shit I don't need no fuckin' body, I run my own shit I told yah, thought I told yah, you didn't listen Fieri, I'm in the kitchen, I'm a magician I'm on it, I'm like MacGyver, I'm Michael Myers I kill careers and cut the lights off, this shit is frightenin' I knew it would end up like this, I'm fuckin' psychic Young, but I'm makin' millions to work the night shift Work the night shift Young, but I'm makin' millions to work the night shift (Work, work the night shift) Young but I'm gettin' every single motherfuckin' thing I'm owed You gotta know I'm here to fuck with nigga's souls, my heart is cold It's prolly cause I'm from the snow, with all my woes I know they wanna see me go, I'm on a roll I mean I'm back on this again, I'm here again You know the truth, let's not pretend, I'm not your friend Not your guy, I'm not your buddy, show no lovin' I might go DeMarcus Cousins out in public Man, I'm back on this again, I'm here again I didn't do this fuckin' tape for CNN I am not tryna win awards, that shit looked forced It's nothin' like this Young, but I'm makin' millions to work the night shift (Louuuu) Work the night shift Young, but I'm makin' millions to work the night shift (Work, work the night shift) If you were worried about where I've been or who I saw or What club I went to with the homies Baby don't worry, you know that you got me I'm never worried about where I'm at or who I saw or What club I go to with the homies Baby don't worry, I know that they got me"
"29","If You're Reading This It's Too Late"," now forever "," It's over, it's over, yeah, I'm leaving, I'm gone I can't stay here no more and I can't sleep on the floor Man, I'm leaving, I'm leaving, you know I got my reasons Yeah, I'm leaving, yeah, I'm leaving, yeah, I'm leaving, I'm gone I'm leaving, I'm gone, I had to knock down the wall Yeah, I swear to God that I'm gone, I'm leaving, I'm leaving No looking back when I'm gone, no looking back when I'm gone No more, no more, no more, no more, no more No more, no more, no more No more, no more, no more No more, no more, no more No more, no more It's over, it's over, yeah, I'm leaving, I'm gone I've been doing this wrong, I've been here for too long I'm leaving, I'm leaving, you know I got my reasons Yeah, I'm leaving, I'm leaving, I'm leaving, I'm gone I'm leaving, I'm gone I don't wanna miss the boat, I don't wanna sit in coach I don't wanna sit at home, I gotta get where I'm going I'm afraid that I'ma die before I get where I'm going I know I'ma be alone, I know I'm out on my own I just gotta hit the road, I just gotta know the road I just gotta hit a road, I just gotta know the road I just gotta know the road Something to say then say that then I just been out and bad from way back when I can't be out here on no laid back shit I can't be out here on no laid back shit You got something to say then say that then I just been out and bad from way back when I gotta get on the road, I gotta get on the road I ain't looking back no more, no, no, no No more, no more, no more No more, no more, no more No more, no more, no more No more, no more, no more No more, no more I gotta go out and get it, want you to know what I did Want you to know how it went That's why I keep telling you over and over again Just let me go Just let me go, let me bring it home to you Just let me go, let me bring it home to you Now and forever, I'll bring it home to you Just let me go, let me bring it home Let me go, let me bring it home to you Let me go, let me bring it home to you Let me go, let me bring it home Now and forever, I'll bring it home to you Let me go, let me bring it home to you Let me go, let me bring it home to you Now and forever, I'll bring it home Now and forever, I'll bring it home"
"30","If You're Reading This It's Too Late"," company "," I got some shit for you to come and get I'm at the St. Regis up on Briar Oaks Hit me when you done your shift Wooh, I see you doin' well, baby Oh, you pullin' shit together, I can tell, baby Is you single or what? I need a girl from the country I need a girl from Kentucky, I need a shawty from Houston I need a girl who gon' love me I need a girl who gon' trust me, someone to fuck me Someone to make me feel lucky Someone that's so proud to be with me She walk right up to her ex, look him dead in the face And say, ""You ain't got the juice like that You ain't got the juice like that"" That's cold, ice cold, girl you ain't have to do him like that Why you had to do him like that? Gotta come through quick, quick Oh you at the club cashin' out with Eric Then hit me when you done your shift I know a girl I should propose to But we just on some different shit She on some up at 9AM already cookin' in the kitchen shit And lately we've been fightin' On some ""why-you-love-these-strippers?"" shit Yeah, she workin' with the spatula, I know she love flippin' shit All, on me, I don't deserve it (At least you fuckin' know it) She's just a little too perfect, she's just a little too worth it I don't deserve her at all, no not at all I only text her, man I never call I'm still a canine at heart, I'm a dog Yeah, that's why you gotta come through quick, quick I'm posted at the Derek up on Westheimer Hit me when you're done your shift I need some company, I need some company I need you to take my mind off being in my prime Some company I'm a dog, I'm in heat baby, heat baby I'm a dog, I'm in heat baby I'm a dog, I'm a dog, I'm in heat baby I'm in heat baby... Mo City trip! Mo City trip right now! Yeah I'm on a Mo City trip, I'm on a Mo City trip right now Ayy, ayy, a Mo City trip right now Mo City trip, I'm on a Mo City trip right now It's a couple faces in here that a nigga piped down So let's go find a place that we can sip right now Tour 'round the city, it's the shit right now It's kinda lit right now that you're here right now Pop a couple percs let's get it in right now Saturday nights, off in my bed right now Call up your girl and put them heels on It's gettin' rowdy, rowdy right now, yeah I'm on a Mo City trip, I'm a dog I'm a dog, I'm in heat baby, heat baby I'm a dog, I go ham, I'm a hog Bitch so bad, coulda thought I owed her somethin' By the way I broke her off When she get too on, we take if off Drink so long, for a year I didn't cough Fantasizin' and fistin' and switchin' up positions Do you mind if we just menage just a little? Mo City trip right now, Mo City trip right now Mo City trip right now"
"31","If You're Reading This It's Too Late"," you the 6 "," Rider shit Having conversations with mama, man, my life is a mess Ain't been returning the texts, so she been reading the press She got Google Alerts, them shits go straight to her phone She worry 'bout me from home, you know she raised me alone She said, ""I heard you back with you know who"" I told her, ""girl, I'm always back with you know who,"" yeah And she like, ""Who are we kidding? You're 27, you're just being you You're your father's child, man, thank God you got some me in you"" At least I always, at least I always see it through At least I'm always being true to what you taught me Retired teacher, but your words still got me evolvin' Never get sloppy drunk, but alcohol is problem solvin' And look I hate it when you hate on all my girlfriends And assistants always convinced that there's someone better Like that girl from your gym who trains you I know you wanna arrange it, you told me she's free Thursday And I'm sure that she's an angel, but she don't want this life The timing ain't right Maybe one day, but even one day with us is the time of her life We do things that people pay to document You got the sweetest heart But I'm not here to give out compliments Or boost nobody's confidence, momma I got no friends in this, momma I don't pretend with this, momma I'on joke with this, momma I pull the knife out my back and I cut they throat with it, momma I'm Game of Thrones with it, momma I'm Home Alone with it, momma I'm t- I really hate using this tone with you, momma I really hate gettin' aggressive on this phone with you, momma I really hate wasting your time to check a clone or two, momma It's just they cloning me, momma Them niggas wannabes, momma Its like - I'm the one they wanna be, momma I just- I- I can't be out here being vulnerable, momma I mean I kill 'em every time they do a song with me, momma I sing a hook they sing along with me, momma What more they want from me, momma? Yeah, this is a crazy life But you and the six raised me right ""Don't ever take advice,"" that was great advice You and the six raised me right, that shit saved my life Yeah! Having conversations with momma, we start talkin' 'bout dad You know he dropping a single, he saying this is his window That nigga still wearing linen, that nigga still in the club Call him after we get off the phone and show him some love That nigga Memphis for real, girl, he love you to death He made mistakes throughout his life that he still doesn't accept But he just want our forgiveness, and fuck it, look how we're living I'm content with this story, who are we not to forgive him? At least I been to a prison, at least I know what it's like I used to rap on the phone with one of his friends doing life And now I got me a Grammy, that could be part of the reason Let's just call this shit even, we got some things to believe in Do you remember back to Weston Road, Scarlett Road? Hangin' with Aaron Bell and Reny Shit could've gone south for me, he looked out for me, ma He never let me do drugs He let me shoot a gun one summer, but out there everyone does He made me listen to his music, old music, soul music Shit that can only be created if you go through it I used to get teased for being black And now I'm here and I'm not black enough 'Cause I'm not acting tough Or making stories up 'bout where I'm actually from, yeah But I just roll with it, momma, rolling stone with it, momma Gotta be careful around Rolling Stone Or anyone that's tryna throw stones at me, momma I'm not condoning it, momma They will not tear nothing down, I built this home for you, momma Know I don't call enough, momma I just been working with so little time for personal, momma, yeah Hard labor let me pay the price You and the six raised me right, that shit saved my life"
"32","If You're Reading This It's Too Late"," jungle "," Rock me real slowly Put a bib on me I'm just like a baby, droolin' over you The things you do These days, I'm lettin' God handle all things above me The things I can't change are the reason you love me Listen, you can hear them callin' my name I'm all over the place, I can't sit in one place I'm not ashamed at all Still findin' myself, let alone a soulmate, I'm just sayin' Feel like we one and the same, our relationship changed That or it never existed Whenever they say somethin' bout us you listen But fuck what they talkin' about on your timeline That's cuttin' all into my time with you Fuck what they talkin' about on your timeline That's cuttin' all into my time with you My time with you, my Rock me real slowly Put a bib on me I'm just like a baby, droolin' over you The things you do She said you're my everything I love you through everything, I done did everything to her She forgave me for everything, this a forever thing Hate that I treat it like it's a whatever thing Trust me girl, this shit is everything to me She from the jungle, she from the jungle I take somebody else's car, drive there undercover This shit is everything to me, this shit is everything Don't know where we stand, I used to hit you 'bout everything Are we still good? Are we still good? Are we still good? Are we still good? If I need to talk, are you around? Are you down for the cause? Are you down? Are you down? Are you down? Are you down for the cause? Are you down? Are you down? Are you down? Are you down for the cause? You still down? You still down? You still down? Rock me real slowly Put a bib on me I'm just like a baby, droolin' over you The things you do Yeah, these days these new girls, they got me nervous They go to school and do bottle service They can't decide, they keep switchin' majors Being indecisive makes me anxious Call your number and it's out of service Who can I call for your information? What am I supposed to do After we done everything that we've done? Who is your replacement? Are we still good? Are we still good? Are we still good? Are we still good? Rock me real slowly Rock me real slowly I'm just like a baby, droolin' over you Rock me real slowly Rock, put a bib on me"
"33","If You're Reading This It's Too Late"," 6pm in new york "," Yeah, yeah, oh, you gotta love it Oh, you got—oh, you gotta love it I heard what circulated, let's get to the bottom of it I told 1da send me something and I got it covered Somehow I always rise above it Why you think I got my head in the clouds On my last album cover? The game is all mine and I'm mighty possessive Lil Wayne could not have found him a better successor Every shot you see them take at me, they all contested Allen Iverson shoe deal, these niggas all in question Last night I went to sleep wanting more Tried to decide what direction I should go towards Some nights I wish I could go back in life Not to change shit, just to feel a couple things twice 28 at midnight, wonder what's next for me Longevity, wonder how long they'll check for me Prolly forever if I stay in my zone I speak on this generation, but can't change it alone I heard a little little homie talking reckless in Vibe That's quite a platform you chose You should've kept it inside—oh, you tried It's so childish calling my name on the world stage You need to act your age and not your girl's age It gets worse by the annual, my career's like a How-To manual So I guess it's understandable, man Oh, you gotta love it, you gotta love it, yeah I know rappers that call Paparazzi to come and get 'em To show they outfits off, guess they need the attention I remember when it used to be music that did it But then again times have changed, man, who are we kiddin'? I'm managed by my friends that I grew up with I'd rather give that 15% to people I fuck with If me and Future hadn't made it with this rappin' We prolly be out in Silicon tryna get our billions on But here we are, yeah Lately, I feel the haters eatin' away at my confidence They scream out my failures And whisper my accomplishments Bitches alter my messages like we had words And stories 'bout my life hit the net like a bad serve Bitter women I'm overtextin' are PMSing Crazy this year—fuckin' with my image I've been tryna reach the youth so I can save 'em this year Fuck it, I guess I gotta wait til next year And I heard someone say something that stuck with me a lot 'Bout how we need protection from those protectin' the block Nobody lookin' out for nobody Maybe we should try and help somebody or be somebody Instead of bein' somebody that makes the news So everybody can tweet about it And then they start to R.I.P. about it And four weeks later nobody even speaks about it Damn, I just had to say my piece about it Oh, you gotta love it—but they scared of the truth So back to me showin' out in public, that's a hotter subject I've been whippin' Mercedes and nigga try to budget I gotta make it back to Memphis to check on my cousins Shout out to Ashley, Tasha, Bianca Julia, Ericka, Southern America Part of my heritage, pardon my arrogance Part in my hair again, that's that comeback flow Comeback flow, once I start it's apparent I'm with girl whose ass is so big that's partly embarrassin' But fuck all the blushin' and fuck your discussions And fuck all the judgement Your content so aggressive lately, what's irkin' you? Shit is gettin' so personal in your verses too I wanna prove that I'm number one over all these niggas Bein' number two is just being the first to lose My city dictated music, nobody seein' us Winter here already, but somehow I'm heatin' up Been observin' the game and felt like I've seen enough Let's drop a tape on these niggas then we'll see what's up Yeah, boy, you rappin' like you seen it all You rappin' like the throne should be the three of y'all ""Best I Ever Had"" seems like a decade ago Decadent flow and I still got a decade to go Oh please, take it ease, where's the love and the peace Why you rappin' like you come from the streets? I got a backyard where money seems to come from the trees And I'm never ever scared to get some blood on my leaves Phantom slidin' like the shit just hit a puddle of grease I cook the beef well done on the double with cheese Special order for anybody that's comin' for me Shit you probably flinch if somebody sneeze You see they got me back talkin' like it's just 40, Oli, and me Cuttin' all loose ends, I be the barber for free I'm almost at four minutes going off on the beat Feel like I'm in the Malibu that had the cloth on the seats Man, oh, you gotta love it And on top of that it's getting harder to eat Rappers downgrading houses, putting cars on the lease To think labels said they had a problem marketing me And now it's everybody else that's getting hard to believe But man, oh, you gotta love it And head to toe I'm Prada covered I know your girl well, just not in public Blame the city, I'm a product of it Young nigga from the city—you gotta love it"
